date;time;transport;group
19-06-2020;13:55:00;0;Transport Gr. 5, 6
19-06-2020;14:00:00;0;Transport Gr. 5, 6
19-06-2020;14:05:00;0;Transport Gr. 5, 6
19-06-2020;14:10:00;0;Transport Gr. 5, 6
19-06-2020;14:15:00;0;Transport Gr. 5, 6
19-06-2020;14:20:00;0;Transport Gr. 5, 6
19-06-2020;14:25:00;0;Transport Gr. 5, 6
19-06-2020;14:30:00;0;Transport Gr. 5, 6
19-06-2020;14:35:00;0;Transport Gr. 5, 6
19-06-2020;14:40:00;0;Transport Gr. 5, 6
19-06-2020;14:45:00;0;Transport Gr. 5, 6
19-06-2020;14:50:00;0;Transport Gr. 5, 6
19-06-2020;14:55:00;0;Transport Gr. 5, 6
19-06-2020;15:00:00;0;Transport Gr. 5, 6
19-06-2020;15:05:00;0;Transport Gr. 5, 6
19-06-2020;15:10:00;0;Transport Gr. 5, 6
19-06-2020;15:15:00;0;Transport Gr. 5, 6
19-06-2020;15:20:00;0;Transport Gr. 5, 6
19-06-2020;15:25:00;0;Transport Gr. 5, 6
19-06-2020;15:30:00;0;Transport Gr. 5, 6
19-06-2020;15:35:00;0;Transport Gr. 5, 6
19-06-2020;15:40:00;0;Transport Gr. 5, 6
19-06-2020;15:45:00;0;Transport Gr. 5, 6
19-06-2020;15:50:00;0;Transport Gr. 5, 6
19-06-2020;15:55:00;0;Transport Gr. 5, 6
19-06-2020;16:00:00;0;Transport Gr. 5, 6
19-06-2020;16:05:00;0;Transport Gr. 5, 6
19-06-2020;16:10:00;0;Transport Gr. 5, 6
19-06-2020;16:15:00;0;Transport Gr. 5, 6
19-06-2020;16:20:00;0;Transport Gr. 5, 6
19-06-2020;16:25:00;0;Transport Gr. 5, 6
19-06-2020;16:30:00;0;Transport Gr. 5, 6
19-06-2020;16:35:00;0;Transport Gr. 5, 6
19-06-2020;16:40:00;0;Transport Gr. 5, 6
19-06-2020;16:45:00;0;Transport Gr. 5, 6
19-06-2020;16:50:00;0;Transport Gr. 5, 6
19-06-2020;16:55:00;0;Transport Gr. 5, 6
19-06-2020;17:00:00;0;Transport Gr. 5, 6
19-06-2020;17:05:00;0;Transport Gr. 5, 6
19-06-2020;17:10:00;0;Transport Gr. 5, 6
19-06-2020;17:15:00;0;Transport Gr. 5, 6
19-06-2020;17:20:00;0;Transport Gr. 5, 6
19-06-2020;17:25:00;0;Transport Gr. 5, 6
19-06-2020;17:30:00;0;Transport Gr. 5, 6
19-06-2020;17:35:00;0;Transport Gr. 5, 6
19-06-2020;17:40:00;0;Transport Gr. 5, 6
19-06-2020;17:45:00;0;Transport Gr. 5, 6
19-06-2020;17:50:00;0;Transport Gr. 5, 6
19-06-2020;17:55:00;0;Transport Gr. 5, 6
19-06-2020;18:00:00;0;Transport Gr. 5, 6
19-06-2020;18:05:00;0;Transport Gr. 5, 6
19-06-2020;18:10:00;0;Transport Gr. 5, 6
19-06-2020;18:15:00;0;Transport Gr. 5, 6
19-06-2020;18:20:00;0;Transport Gr. 5, 6
19-06-2020;18:25:00;0;Transport Gr. 5, 6
19-06-2020;18:30:00;0;Transport Gr. 5, 6
19-06-2020;18:35:00;0;Transport Gr. 5, 6
19-06-2020;18:40:00;0;Transport Gr. 5, 6
19-06-2020;18:45:00;0;Transport Gr. 5, 6
19-06-2020;18:50:00;0;Transport Gr. 5, 6
19-06-2020;18:55:00;0;Transport Gr. 5, 6
19-06-2020;19:00:00;0;Transport Gr. 5, 6
19-06-2020;19:05:00;0;Transport Gr. 5, 6
19-06-2020;19:10:00;0;Transport Gr. 5, 6
19-06-2020;19:15:00;0;Transport Gr. 5, 6
19-06-2020;19:20:00;0;Transport Gr. 5, 6
19-06-2020;19:25:00;0;Transport Gr. 5, 6
19-06-2020;19:30:00;0;Transport Gr. 5, 6
19-06-2020;19:35:00;0;Transport Gr. 5, 6
19-06-2020;19:40:00;0;Transport Gr. 5, 6
19-06-2020;19:45:00;0;Transport Gr. 5, 6
19-06-2020;19:50:00;0;Transport Gr. 5, 6
19-06-2020;19:55:00;0;Transport Gr. 5, 6
19-06-2020;20:00:00;0;Transport Gr. 5, 6
19-06-2020;20:05:00;0;Transport Gr. 5, 6
19-06-2020;20:10:00;0;Transport Gr. 5, 6
19-06-2020;20:15:00;0;Transport Gr. 5, 6
19-06-2020;20:20:00;0;Transport Gr. 5, 6
19-06-2020;20:25:00;0;Transport Gr. 5, 6
19-06-2020;20:30:00;0;Transport Gr. 5, 6
19-06-2020;20:35:00;0;Transport Gr. 5, 6
19-06-2020;20:40:00;0;Transport Gr. 5, 6
19-06-2020;20:45:00;0;Transport Gr. 5, 6
19-06-2020;20:50:00;0;Transport Gr. 5, 6
19-06-2020;20:55:00;0;Transport Gr. 5, 6
19-06-2020;21:00:00;0;Transport Gr. 5, 6
19-06-2020;21:05:00;0;Transport Gr. 5, 6
19-06-2020;21:10:00;0;Transport Gr. 5, 6
19-06-2020;21:15:00;0;Transport Gr. 5, 6
19-06-2020;21:20:00;0;Transport Gr. 5, 6
19-06-2020;21:25:00;0;Transport Gr. 5, 6
19-06-2020;21:30:00;0;Transport Gr. 5, 6
19-06-2020;21:35:00;0;Transport Gr. 5, 6
19-06-2020;21:40:00;0;Transport Gr. 5, 6
19-06-2020;21:45:00;0;Transport Gr. 5, 6
19-06-2020;21:50:00;0;Transport Gr. 5, 6
19-06-2020;21:55:00;0;Transport Gr. 5, 6
19-06-2020;22:00:00;0;Transport Gr. 5, 6
19-06-2020;22:05:00;0;Transport Gr. 5, 6
19-06-2020;22:10:00;0;Transport Gr. 5, 6
19-06-2020;22:15:00;0;Transport Gr. 5, 6
19-06-2020;22:20:00;0;Transport Gr. 5, 6
19-06-2020;22:25:00;0;Transport Gr. 5, 6
19-06-2020;22:30:00;0;Transport Gr. 5, 6
19-06-2020;22:35:00;0;Transport Gr. 5, 6
19-06-2020;22:40:00;0;Transport Gr. 5, 6
19-06-2020;22:45:00;0;Transport Gr. 5, 6
19-06-2020;22:50:00;0;Transport Gr. 5, 6
19-06-2020;22:55:00;0;Transport Gr. 5, 6
19-06-2020;23:00:00;0;Transport Gr. 5, 6
19-06-2020;23:05:00;0;Transport Gr. 5, 6
19-06-2020;23:10:00;0;Transport Gr. 5, 6
19-06-2020;23:15:00;0;Transport Gr. 5, 6
19-06-2020;23:20:00;0;Transport Gr. 5, 6
19-06-2020;23:25:00;0;Transport Gr. 5, 6
19-06-2020;23:30:00;0;Transport Gr. 5, 6
19-06-2020;23:35:00;0;Transport Gr. 5, 6
19-06-2020;23:40:00;0;Transport Gr. 5, 6
19-06-2020;23:45:00;0;Transport Gr. 5, 6
19-06-2020;23:50:00;0;Transport Gr. 5, 6
19-06-2020;23:55:00;0;Transport Gr. 5, 6
20-06-2020;00:00:00;0;Transport Gr. 5, 6
20-06-2020;00:05:00;0;Transport Gr. 5, 6
20-06-2020;00:10:00;0;Transport Gr. 5, 6
20-06-2020;00:15:00;0;Transport Gr. 5, 6
20-06-2020;00:20:00;0;Transport Gr. 5, 6
20-06-2020;00:25:00;0;Transport Gr. 5, 6
20-06-2020;00:30:00;0;Transport Gr. 5, 6
20-06-2020;00:35:00;0;Transport Gr. 5, 6
20-06-2020;00:40:00;0;Transport Gr. 5, 6
20-06-2020;00:45:00;0;Transport Gr. 5, 6
20-06-2020;00:50:00;0;Transport Gr. 5, 6
20-06-2020;00:55:00;0;Transport Gr. 5, 6
20-06-2020;01:00:00;0;Transport Gr. 5, 6
20-06-2020;01:05:00;0;Transport Gr. 5, 6
20-06-2020;01:10:00;498;Transport Gr. 5, 6
20-06-2020;01:15:00;869;Transport Gr. 5, 6
20-06-2020;01:20:00;862;Transport Gr. 5, 6
20-06-2020;01:25:00;862;Transport Gr. 5, 6
20-06-2020;01:30:00;862;Transport Gr. 5, 6
20-06-2020;01:35:00;850;Transport Gr. 5, 6
20-06-2020;01:40:00;832;Transport Gr. 5, 6
20-06-2020;01:45:00;847;Transport Gr. 5, 6
20-06-2020;01:50:00;744;Transport Gr. 5, 6
20-06-2020;01:55:00;837;Transport Gr. 5, 6
20-06-2020;02:00:00;831;Transport Gr. 5, 6
20-06-2020;02:05:00;878;Transport Gr. 5, 6
20-06-2020;02:10:00;874;Transport Gr. 5, 6
20-06-2020;02:15:00;935;Transport Gr. 5, 6
20-06-2020;02:20:00;1159;Transport Gr. 5, 6
20-06-2020;02:25:00;1185;Transport Gr. 5, 6
20-06-2020;02:30:00;1320;Transport Gr. 5, 6
20-06-2020;02:35:00;2076;Transport Gr. 5, 6
20-06-2020;02:40:00;2557;Transport Gr. 5, 6
20-06-2020;02:45:00;2631;Transport Gr. 5, 6
20-06-2020;02:50:00;2692;Transport Gr. 5, 6
20-06-2020;02:55:00;2937;Transport Gr. 5, 6
20-06-2020;03:00:00;2985;Transport Gr. 5, 6
20-06-2020;03:05:00;3082;Transport Gr. 5, 6
20-06-2020;03:10:00;3025;Transport Gr. 5, 6
20-06-2020;03:15:00;3066;Transport Gr. 5, 6
20-06-2020;03:20:00;3274;Transport Gr. 5, 6
20-06-2020;03:25:00;3316;Transport Gr. 5, 6
20-06-2020;03:30:00;3278;Transport Gr. 5, 6
20-06-2020;03:35:00;3459;Transport Gr. 5, 6
20-06-2020;03:40:00;3263;Transport Gr. 5, 6
20-06-2020;03:45:00;3123;Transport Gr. 5, 6
20-06-2020;03:50:00;3262;Transport Gr. 5, 6
20-06-2020;03:55:00;3472;Transport Gr. 5, 6
20-06-2020;04:00:00;3705;Transport Gr. 5, 6
20-06-2020;04:05:00;3723;Transport Gr. 5, 6
20-06-2020;04:10:00;3704;Transport Gr. 5, 6
20-06-2020;04:15:00;3697;Transport Gr. 5, 6
20-06-2020;04:20:00;3705;Transport Gr. 5, 6
20-06-2020;04:25:00;3713;Transport Gr. 5, 6
20-06-2020;04:30:00;3713;Transport Gr. 5, 6
20-06-2020;04:35:00;3716;Transport Gr. 5, 6
20-06-2020;04:40:00;3723;Transport Gr. 5, 6
20-06-2020;04:45:00;3683;Transport Gr. 5, 6
20-06-2020;04:50:00;3690;Transport Gr. 5, 6
20-06-2020;04:55:00;3683;Transport Gr. 5, 6
20-06-2020;05:00:00;3661;Transport Gr. 5, 6
20-06-2020;05:05:00;3614;Transport Gr. 5, 6
20-06-2020;05:10:00;3576;Transport Gr. 5, 6
20-06-2020;05:15:00;3664;Transport Gr. 5, 6
20-06-2020;05:20:00;3653;Transport Gr. 5, 6
20-06-2020;05:25:00;3635;Transport Gr. 5, 6
20-06-2020;05:30:00;3680;Transport Gr. 5, 6
20-06-2020;05:35:00;3682;Transport Gr. 5, 6
20-06-2020;05:40:00;3679;Transport Gr. 5, 6
20-06-2020;05:45:00;3650;Transport Gr. 5, 6
20-06-2020;05:50:00;3657;Transport Gr. 5, 6
20-06-2020;05:55:00;3668;Transport Gr. 5, 6
20-06-2020;06:00:00;3672;Transport Gr. 5, 6
20-06-2020;06:05:00;3676;Transport Gr. 5, 6
20-06-2020;06:10:00;3698;Transport Gr. 5, 6
20-06-2020;06:15:00;3676;Transport Gr. 5, 6
20-06-2020;06:20:00;3687;Transport Gr. 5, 6
20-06-2020;06:25:00;3694;Transport Gr. 5, 6
20-06-2020;06:30:00;3679;Transport Gr. 5, 6
20-06-2020;06:35:00;3664;Transport Gr. 5, 6
20-06-2020;06:40:00;3646;Transport Gr. 5, 6
20-06-2020;06:45:00;3627;Transport Gr. 5, 6
20-06-2020;06:50:00;3627;Transport Gr. 5, 6
20-06-2020;06:55:00;3613;Transport Gr. 5, 6
20-06-2020;07:00:00;3605;Transport Gr. 5, 6
20-06-2020;07:05:00;3609;Transport Gr. 5, 6
20-06-2020;07:10:00;3601;Transport Gr. 5, 6
20-06-2020;07:15:00;3533;Transport Gr. 5, 6
20-06-2020;07:20:00;3424;Transport Gr. 5, 6
20-06-2020;07:25:00;3339;Transport Gr. 5, 6
20-06-2020;07:30:00;3246;Transport Gr. 5, 6
20-06-2020;07:35:00;3140;Transport Gr. 5, 6
20-06-2020;07:40:00;3215;Transport Gr. 5, 6
20-06-2020;07:45:00;3043;Transport Gr. 5, 6
20-06-2020;07:50:00;2900;Transport Gr. 5, 6
20-06-2020;07:55:00;2777;Transport Gr. 5, 6
20-06-2020;08:00:00;2623;Transport Gr. 5, 6
20-06-2020;08:05:00;2465;Transport Gr. 5, 6
20-06-2020;08:10:00;2260;Transport Gr. 5, 6
20-06-2020;08:15:00;2048;Transport Gr. 5, 6
20-06-2020;08:20:00;1973;Transport Gr. 5, 6
20-06-2020;08:25:00;1893;Transport Gr. 5, 6
20-06-2020;08:30:00;1876;Transport Gr. 5, 6
20-06-2020;08:35:00;1691;Transport Gr. 5, 6
20-06-2020;08:40:00;1639;Transport Gr. 5, 6
20-06-2020;08:45:00;1499;Transport Gr. 5, 6
20-06-2020;08:50:00;1266;Transport Gr. 5, 6
20-06-2020;08:55:00;1039;Transport Gr. 5, 6
20-06-2020;09:00:00;848;Transport Gr. 5, 6
20-06-2020;09:05:00;719;Transport Gr. 5, 6
20-06-2020;09:10:00;675;Transport Gr. 5, 6
20-06-2020;09:15:00;605;Transport Gr. 5, 6
20-06-2020;09:20:00;657;Transport Gr. 5, 6
20-06-2020;09:25:00;565;Transport Gr. 5, 6
20-06-2020;09:30:00;531;Transport Gr. 5, 6
20-06-2020;09:35:00;439;Transport Gr. 5, 6
20-06-2020;09:40:00;494;Transport Gr. 5, 6
20-06-2020;09:45:00;396;Transport Gr. 5, 6
20-06-2020;09:50:00;381;Transport Gr. 5, 6
20-06-2020;09:55:00;393;Transport Gr. 5, 6
20-06-2020;10:00:00;540;Transport Gr. 5, 6
20-06-2020;10:05:00;709;Transport Gr. 5, 6
20-06-2020;10:10:00;559;Transport Gr. 5, 6
20-06-2020;10:15:00;575;Transport Gr. 5, 6
20-06-2020;10:20:00;402;Transport Gr. 5, 6
20-06-2020;10:25:00;445;Transport Gr. 5, 6
20-06-2020;10:30:00;313;Transport Gr. 5, 6
20-06-2020;10:35:00;439;Transport Gr. 5, 6
20-06-2020;10:40:00;608;Transport Gr. 5, 6
20-06-2020;10:45:00;485;Transport Gr. 5, 6
20-06-2020;10:50:00;303;Transport Gr. 5, 6
20-06-2020;10:55:00;242;Transport Gr. 5, 6
20-06-2020;11:00:00;211;Transport Gr. 5, 6
20-06-2020;11:05:00;254;Transport Gr. 5, 6
20-06-2020;11:10:00;415;Transport Gr. 5, 6
20-06-2020;11:15:00;254;Transport Gr. 5, 6
20-06-2020;11:20:00;236;Transport Gr. 5, 6
20-06-2020;11:25:00;337;Transport Gr. 5, 6
20-06-2020;11:30:00;362;Transport Gr. 5, 6
20-06-2020;11:35:00;195;Transport Gr. 5, 6
20-06-2020;11:40:00;294;Transport Gr. 5, 6
20-06-2020;11:45:00;467;Transport Gr. 5, 6
20-06-2020;11:50:00;522;Transport Gr. 5, 6
20-06-2020;11:55:00;393;Transport Gr. 5, 6
20-06-2020;12:00:00;383;Transport Gr. 5, 6
20-06-2020;12:05:00;393;Transport Gr. 5, 6
20-06-2020;12:10:00;245;Transport Gr. 5, 6
20-06-2020;12:15:00;349;Transport Gr. 5, 6
20-06-2020;12:20:00;242;Transport Gr. 5, 6
20-06-2020;12:25:00;285;Transport Gr. 5, 6
20-06-2020;12:30:00;216;Transport Gr. 5, 6
20-06-2020;12:35:00;177;Transport Gr. 5, 6
20-06-2020;12:40:00;205;Transport Gr. 5, 6
20-06-2020;12:45:00;227;Transport Gr. 5, 6
20-06-2020;12:50:00;236;Transport Gr. 5, 6
20-06-2020;12:55:00;212;Transport Gr. 5, 6
20-06-2020;13:00:00;55;Transport Gr. 5, 6
20-06-2020;13:05:00;0;Transport Gr. 5, 6
20-06-2020;13:10:00;0;Transport Gr. 5, 6
20-06-2020;13:15:00;0;Transport Gr. 5, 6
20-06-2020;13:20:00;0;Transport Gr. 5, 6
20-06-2020;13:25:00;0;Transport Gr. 5, 6
20-06-2020;13:30:00;0;Transport Gr. 5, 6
20-06-2020;13:35:00;0;Transport Gr. 5, 6
20-06-2020;13:40:00;0;Transport Gr. 5, 6
20-06-2020;13:45:00;0;Transport Gr. 5, 6
20-06-2020;13:50:00;0;Transport Gr. 5, 6
20-06-2020;13:55:00;0;Transport Gr. 5, 6
20-06-2020;14:00:00;0;Transport Gr. 5, 6
20-06-2020;14:05:00;0;Transport Gr. 5, 6
20-06-2020;14:10:00;0;Transport Gr. 5, 6
20-06-2020;14:15:00;0;Transport Gr. 5, 6
20-06-2020;14:20:00;0;Transport Gr. 5, 6
20-06-2020;14:25:00;0;Transport Gr. 5, 6
20-06-2020;14:30:00;0;Transport Gr. 5, 6
20-06-2020;14:35:00;0;Transport Gr. 5, 6
20-06-2020;14:40:00;0;Transport Gr. 5, 6
20-06-2020;14:45:00;0;Transport Gr. 5, 6
20-06-2020;14:50:00;0;Transport Gr. 5, 6
20-06-2020;14:55:00;0;Transport Gr. 5, 6
20-06-2020;15:00:00;0;Transport Gr. 5, 6
20-06-2020;15:05:00;0;Transport Gr. 5, 6
20-06-2020;15:10:00;0;Transport Gr. 5, 6
20-06-2020;15:15:00;0;Transport Gr. 5, 6
20-06-2020;15:20:00;0;Transport Gr. 5, 6
20-06-2020;15:25:00;0;Transport Gr. 5, 6
20-06-2020;15:30:00;0;Transport Gr. 5, 6
20-06-2020;15:35:00;0;Transport Gr. 5, 6
20-06-2020;15:40:00;0;Transport Gr. 5, 6
20-06-2020;15:45:00;0;Transport Gr. 5, 6
20-06-2020;15:50:00;0;Transport Gr. 5, 6
20-06-2020;15:55:00;0;Transport Gr. 5, 6
20-06-2020;16:00:00;0;Transport Gr. 5, 6
20-06-2020;16:05:00;0;Transport Gr. 5, 6
20-06-2020;16:10:00;0;Transport Gr. 5, 6
20-06-2020;16:15:00;0;Transport Gr. 5, 6
20-06-2020;16:20:00;0;Transport Gr. 5, 6
20-06-2020;16:25:00;0;Transport Gr. 5, 6
20-06-2020;16:30:00;0;Transport Gr. 5, 6
20-06-2020;16:35:00;0;Transport Gr. 5, 6
20-06-2020;16:40:00;0;Transport Gr. 5, 6
20-06-2020;16:45:00;0;Transport Gr. 5, 6
20-06-2020;16:50:00;0;Transport Gr. 5, 6
20-06-2020;16:55:00;0;Transport Gr. 5, 6
20-06-2020;17:00:00;0;Transport Gr. 5, 6
20-06-2020;17:05:00;0;Transport Gr. 5, 6
20-06-2020;17:10:00;0;Transport Gr. 5, 6
20-06-2020;17:15:00;0;Transport Gr. 5, 6
20-06-2020;17:20:00;0;Transport Gr. 5, 6
20-06-2020;17:25:00;0;Transport Gr. 5, 6
20-06-2020;17:30:00;0;Transport Gr. 5, 6
20-06-2020;17:35:00;0;Transport Gr. 5, 6
20-06-2020;17:40:00;0;Transport Gr. 5, 6
20-06-2020;17:45:00;0;Transport Gr. 5, 6
20-06-2020;17:50:00;0;Transport Gr. 5, 6
20-06-2020;17:55:00;0;Transport Gr. 5, 6
20-06-2020;18:00:00;0;Transport Gr. 5, 6
20-06-2020;18:05:00;0;Transport Gr. 5, 6
20-06-2020;18:10:00;0;Transport Gr. 5, 6
20-06-2020;18:15:00;0;Transport Gr. 5, 6
20-06-2020;18:20:00;0;Transport Gr. 5, 6
20-06-2020;18:25:00;0;Transport Gr. 5, 6
20-06-2020;18:30:00;0;Transport Gr. 5, 6
20-06-2020;18:35:00;0;Transport Gr. 5, 6
20-06-2020;18:40:00;0;Transport Gr. 5, 6
20-06-2020;18:45:00;0;Transport Gr. 5, 6
20-06-2020;18:50:00;0;Transport Gr. 5, 6
20-06-2020;18:55:00;0;Transport Gr. 5, 6
20-06-2020;19:00:00;0;Transport Gr. 5, 6
20-06-2020;19:05:00;0;Transport Gr. 5, 6
20-06-2020;19:10:00;0;Transport Gr. 5, 6
20-06-2020;19:15:00;0;Transport Gr. 5, 6
20-06-2020;19:20:00;0;Transport Gr. 5, 6
20-06-2020;19:25:00;0;Transport Gr. 5, 6
20-06-2020;19:30:00;0;Transport Gr. 5, 6
20-06-2020;19:35:00;0;Transport Gr. 5, 6
20-06-2020;19:40:00;0;Transport Gr. 5, 6
20-06-2020;19:45:00;0;Transport Gr. 5, 6
20-06-2020;19:50:00;0;Transport Gr. 5, 6
20-06-2020;19:55:00;0;Transport Gr. 5, 6
20-06-2020;20:00:00;0;Transport Gr. 5, 6
20-06-2020;20:05:00;0;Transport Gr. 5, 6
20-06-2020;20:10:00;0;Transport Gr. 5, 6
20-06-2020;20:15:00;0;Transport Gr. 5, 6
20-06-2020;20:20:00;0;Transport Gr. 5, 6
20-06-2020;20:25:00;0;Transport Gr. 5, 6
20-06-2020;20:30:00;0;Transport Gr. 5, 6
20-06-2020;20:35:00;0;Transport Gr. 5, 6
20-06-2020;20:40:00;0;Transport Gr. 5, 6
20-06-2020;20:45:00;0;Transport Gr. 5, 6
20-06-2020;20:50:00;0;Transport Gr. 5, 6
20-06-2020;20:55:00;0;Transport Gr. 5, 6
20-06-2020;21:00:00;0;Transport Gr. 5, 6
20-06-2020;21:05:00;0;Transport Gr. 5, 6
20-06-2020;21:10:00;0;Transport Gr. 5, 6
20-06-2020;21:15:00;0;Transport Gr. 5, 6
20-06-2020;21:20:00;0;Transport Gr. 5, 6
20-06-2020;21:25:00;0;Transport Gr. 5, 6
20-06-2020;21:30:00;0;Transport Gr. 5, 6
20-06-2020;21:35:00;0;Transport Gr. 5, 6
20-06-2020;21:40:00;0;Transport Gr. 5, 6
20-06-2020;21:45:00;0;Transport Gr. 5, 6
20-06-2020;21:50:00;0;Transport Gr. 5, 6
20-06-2020;21:55:00;0;Transport Gr. 5, 6
20-06-2020;22:00:00;0;Transport Gr. 5, 6
20-06-2020;22:05:00;0;Transport Gr. 5, 6
20-06-2020;22:10:00;0;Transport Gr. 5, 6
20-06-2020;22:15:00;0;Transport Gr. 5, 6
20-06-2020;22:20:00;0;Transport Gr. 5, 6
20-06-2020;22:25:00;0;Transport Gr. 5, 6
20-06-2020;22:30:00;0;Transport Gr. 5, 6
20-06-2020;22:35:00;0;Transport Gr. 5, 6
20-06-2020;22:40:00;0;Transport Gr. 5, 6
20-06-2020;22:45:00;0;Transport Gr. 5, 6
20-06-2020;22:50:00;0;Transport Gr. 5, 6
20-06-2020;22:55:00;0;Transport Gr. 5, 6
20-06-2020;23:00:00;0;Transport Gr. 5, 6
20-06-2020;23:05:00;0;Transport Gr. 5, 6
20-06-2020;23:10:00;0;Transport Gr. 5, 6
20-06-2020;23:15:00;0;Transport Gr. 5, 6
20-06-2020;23:20:00;0;Transport Gr. 5, 6
20-06-2020;23:25:00;0;Transport Gr. 5, 6
20-06-2020;23:30:00;0;Transport Gr. 5, 6
20-06-2020;23:35:00;0;Transport Gr. 5, 6
20-06-2020;23:40:00;0;Transport Gr. 5, 6
20-06-2020;23:45:00;0;Transport Gr. 5, 6
20-06-2020;23:50:00;0;Transport Gr. 5, 6
20-06-2020;23:55:00;0;Transport Gr. 5, 6
21-06-2020;00:00:00;0;Transport Gr. 5, 6
21-06-2020;00:05:00;0;Transport Gr. 5, 6
21-06-2020;00:10:00;0;Transport Gr. 5, 6
21-06-2020;00:15:00;0;Transport Gr. 5, 6
21-06-2020;00:20:00;0;Transport Gr. 5, 6
21-06-2020;00:25:00;0;Transport Gr. 5, 6
21-06-2020;00:30:00;0;Transport Gr. 5, 6
21-06-2020;00:35:00;0;Transport Gr. 5, 6
21-06-2020;00:40:00;0;Transport Gr. 5, 6
21-06-2020;00:45:00;0;Transport Gr. 5, 6
21-06-2020;00:50:00;0;Transport Gr. 5, 6
21-06-2020;00:55:00;0;Transport Gr. 5, 6
21-06-2020;01:00:00;0;Transport Gr. 5, 6
21-06-2020;01:05:00;0;Transport Gr. 5, 6
21-06-2020;01:10:00;0;Transport Gr. 5, 6
21-06-2020;01:15:00;0;Transport Gr. 5, 6
21-06-2020;01:20:00;0;Transport Gr. 5, 6
21-06-2020;01:25:00;0;Transport Gr. 5, 6
21-06-2020;01:30:00;0;Transport Gr. 5, 6
21-06-2020;01:35:00;0;Transport Gr. 5, 6
21-06-2020;01:40:00;0;Transport Gr. 5, 6
21-06-2020;01:45:00;399;Transport Gr. 5, 6
21-06-2020;01:50:00;888;Transport Gr. 5, 6
21-06-2020;01:55:00;914;Transport Gr. 5, 6
21-06-2020;02:00:00;914;Transport Gr. 5, 6
21-06-2020;02:05:00;880;Transport Gr. 5, 6
21-06-2020;02:10:00;858;Transport Gr. 5, 6
21-06-2020;02:15:00;716;Transport Gr. 5, 6
21-06-2020;02:20:00;823;Transport Gr. 5, 6
21-06-2020;02:25:00;870;Transport Gr. 5, 6
21-06-2020;02:30:00;863;Transport Gr. 5, 6
21-06-2020;02:35:00;844;Transport Gr. 5, 6
21-06-2020;02:40:00;847;Transport Gr. 5, 6
21-06-2020;02:45:00;825;Transport Gr. 5, 6
21-06-2020;02:50:00;813;Transport Gr. 5, 6
21-06-2020;02:55:00;848;Transport Gr. 5, 6
21-06-2020;03:00:00;1247;Transport Gr. 5, 6
21-06-2020;03:05:00;1766;Transport Gr. 5, 6
21-06-2020;03:10:00;1667;Transport Gr. 5, 6
21-06-2020;03:15:00;1709;Transport Gr. 5, 6
21-06-2020;03:20:00;1813;Transport Gr. 5, 6
21-06-2020;03:25:00;1799;Transport Gr. 5, 6
21-06-2020;03:30:00;1703;Transport Gr. 5, 6
21-06-2020;03:35:00;1690;Transport Gr. 5, 6
21-06-2020;03:40:00;1817;Transport Gr. 5, 6
21-06-2020;03:45:00;1742;Transport Gr. 5, 6
21-06-2020;03:50:00;1909;Transport Gr. 5, 6
21-06-2020;03:55:00;2070;Transport Gr. 5, 6
21-06-2020;04:00:00;2103;Transport Gr. 5, 6
21-06-2020;04:05:00;2185;Transport Gr. 5, 6
21-06-2020;04:10:00;2320;Transport Gr. 5, 6
21-06-2020;04:15:00;2214;Transport Gr. 5, 6
21-06-2020;04:20:00;2208;Transport Gr. 5, 6
21-06-2020;04:25:00;2482;Transport Gr. 5, 6
21-06-2020;04:30:00;2345;Transport Gr. 5, 6
21-06-2020;04:35:00;2269;Transport Gr. 5, 6
21-06-2020;04:40:00;2250;Transport Gr. 5, 6
21-06-2020;04:45:00;2411;Transport Gr. 5, 6
21-06-2020;04:50:00;2531;Transport Gr. 5, 6
21-06-2020;04:55:00;2522;Transport Gr. 5, 6
21-06-2020;05:00:00;2447;Transport Gr. 5, 6
21-06-2020;05:05:00;2298;Transport Gr. 5, 6
21-06-2020;05:10:00;2162;Transport Gr. 5, 6
21-06-2020;05:15:00;2283;Transport Gr. 5, 6
21-06-2020;05:20:00;2337;Transport Gr. 5, 6
21-06-2020;05:25:00;2467;Transport Gr. 5, 6
21-06-2020;05:30:00;2436;Transport Gr. 5, 6
21-06-2020;05:35:00;2411;Transport Gr. 5, 6
21-06-2020;05:40:00;2380;Transport Gr. 5, 6
21-06-2020;05:45:00;2408;Transport Gr. 5, 6
21-06-2020;05:50:00;2408;Transport Gr. 5, 6
21-06-2020;05:55:00;2248;Transport Gr. 5, 6
21-06-2020;06:00:00;2313;Transport Gr. 5, 6
21-06-2020;06:05:00;2242;Transport Gr. 5, 6
21-06-2020;06:10:00;2214;Transport Gr. 5, 6
21-06-2020;06:15:00;2071;Transport Gr. 5, 6
21-06-2020;06:20:00;2153;Transport Gr. 5, 6
21-06-2020;06:25:00;2021;Transport Gr. 5, 6
21-06-2020;06:30:00;1861;Transport Gr. 5, 6
21-06-2020;06:35:00;1955;Transport Gr. 5, 6
21-06-2020;06:40:00;1920;Transport Gr. 5, 6
21-06-2020;06:45:00;1898;Transport Gr. 5, 6
21-06-2020;06:50:00;1719;Transport Gr. 5, 6
21-06-2020;06:55:00;1735;Transport Gr. 5, 6
21-06-2020;07:00:00;1494;Transport Gr. 5, 6
21-06-2020;07:05:00;1396;Transport Gr. 5, 6
